year,marca,modelo,pasajeros,descripcion,precio,preciodolar,Combustible:,Cilindrada:,Transmisión:,Estilo:,Color Exterior:,Color Interior:,Placa:,Provincia:
2020,Ford,EXPLORER XLT,7,"['Ford', 'EXPLORER', 'XLT']", 27664000, 52000,Gasolina,2300 cc,Automática,Todo Terreno 4x4,ROJO,NEGRO,Termina en 9,Heredia
2018,Toyota,PRADO TX,7,"['Toyota', 'PRADO', 'TX']", 27850000, 52350,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 0,Alajuela
2017,Chevrolet,CAMARO SS ZL1,4,"['Chevrolet', 'CAMARO', 'SS', 'ZL1']", 27900000, 52444,Gasolina,6200 cc,Automática,Sedán,NARANJA,NEGRO,Termina en 1,San José
2020,Hyundai,PALISADE,7,"['Hyundai', 'PALISADE']", 27930000, 52500,Diesel,2200 cc,Automática,Todo Terreno 4x4,GRIS,CREMA,ND,San José
2014,Toyota,LAND CRUISER PRADO VX PLATINUM,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'VX', 'PLATINUM']", 27975000, 52585,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 8,Guanacaste
2018,Toyota,LAND CRUISER PRADO TXL TD,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TXL', 'TD']", 27994757, 52622,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 4,San José
2017,BMW,X6,5,"['BMW', 'X6']", 28000000, 52632,Diesel,3000 cc,Automática,Todo Terreno 4x4,VINO,BLANCO,Termina en,Alajuela
2020,Volkswagen,AMAROK EXTREME,5,"['Volkswagen', 'AMAROK', 'EXTREME']", 28000000, 52632,Diesel,3000 cc,Automática,Pickup 4x4,AZUL,NEGRO,Termina en 2,Alajuela
2021,Hyundai,PALISADE,7,"['Hyundai', 'PALISADE']", 28000000, 52632,Diesel,2400 cc,Automática,Todo Terreno 4x4,GRIS,BLANCO,Termina en 2,San José
2019,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 28190680, 52990,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS PLATA,NEGRO,Termina en 6,Heredia
2020,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 28196000, 53000,Diesel,2800 cc,Automática,Pickup 4x4,PLATEADO,CUERO NEGRO,ND,Heredia
2015,Jeep,GRAND CHEROKEE SRT,5,"['Jeep', 'GRAND', 'CHEROKEE', 'SRT']", 28305000, 53205,Gasolina,6400 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 1,San José
2017,Mitsubishi,ROSA,10,"['Mitsubishi', 'ROSA']", 28000000, 52632,Diesel,4100 cc,Manual,Microbús/Minivan,AZUL Y AMARILLO,GRIS,Termina en 6,Alajuela
2017,Toyota,LAND CRUISER PRADO TXL,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TXL']", 28000000, 52632,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS OSCURO,GRIS,Termina en 6,San José
2023,Tesla,MODEL 3,5,"['Tesla', 'MODEL', '3']", 28000000, 52632,Eléctrico,0 cc,Automática,Sedán,NEGRO,NEGRO,ND,Alajuela
2021,Mini,COOPER COUNTRYMAN S,5,"['Mini', 'COOPER', 'COUNTRYMAN', 'S']", 28000000, 52632,Gasolina,2000 cc,Automática,Todo Terreno 4x2,NEGRO,BLANCO,Termina en 5,San José
2016,Maserati,LEVANTE Q4 350,5,"['Maserati', 'LEVANTE', 'Q4', '350']", 28190680, 52990,Gasolina,3000 cc,Automática,Todo Terreno 4x4,NEGRO,CAFÉ,ND,San José
2020,Mitsubishi,MONTERO SPORT GT PLUS,7,"['Mitsubishi', 'MONTERO', 'SPORT', 'GT', 'PLUS']", 28196000, 53000,Diesel,2400 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,ND,San José
2019,BMW,X5 XDRIVE,5,"['BMW', 'X5', 'XDRIVE']", 28196000, 53000,Gasolina,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 3,San José
2016,BMW,340I SERIE,5,"['BMW', '340I', 'SERIE']", 28200000, 53008,Gasolina,3000 cc,Automática,Sedán,NEGRO,NEGRO,Termina en 0,San José
2020,Toyota,FORTUNER,7,"['Toyota', 'FORTUNER']", 28250000, 53102,Diesel,2800 cc,Automática,Todo Terreno 4x4,NEGRO PERLADO,NEGRO,Termina en 9,Heredia
2022,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 28450000, 53477,Diesel,2800 cc,Manual,Pickup 4x4,PLATEADO,NEGRO,Termina en 6,Cartago
2014,Land Rover,RANGE ROVER SPORT,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT']", 28458000, 53492,Diesel,3000 cc,Automática,Todo Terreno 4x4,ROJO,NEGRO,Termina en 1,Cartago
2021,Jeep,GRAND CHEROKEE LAREDO,5,"['Jeep', 'GRAND', 'CHEROKEE', 'LAREDO']", 28461000, 53498,Gasolina,3600 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 4,San José
2017,BMW,X6 XDRIVE PAQUETE M,5,"['BMW', 'X6', 'XDRIVE', 'PAQUETE', 'M']", 28462000, 53500,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,CUERO NEGRO,Termina en 5,Heredia
2021,Honda,PILOT ELITE,7,"['Honda', 'PILOT', 'ELITE']", 28462000, 53500,Gasolina,3500 cc,Automática,Todo Terreno 4x4,AZUL,NEGRO,Termina en 9,San José
2020,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 28500000, 53571,Diesel,2800 cc,Automática,Pickup 4x4,GRIS,NEGRO,Termina en 0,San José
2019,Toyota,PRADO TX,4,"['Toyota', 'PRADO', 'TX']", 28500000, 53571,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 6,Guanacaste
2020,Toyota,HILUX SRV LIMITED,5,"['Toyota', 'HILUX', 'SRV', 'LIMITED']", 28728000, 54000,Diesel,2800 cc,Automática,Pickup 4x4,BLANCO,CUERO NEGRO,Termina en 7,Heredia
2019,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 28467552, 53510,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 2,San José
2017,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 28500000, 53571,Diesel,3000 cc,Automática,Todo Terreno 4x4,AZUL,NEGRO,Termina en 9,Alajuela
2014,Jeep,WRANGLER,5,"['Jeep', 'WRANGLER']", 28500000, 53571,Diesel,2800 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,ND,San José
2018,Lexus,GX460,7,"['Lexus', 'GX460']", 28500000, 53571,Gasolina,4600 cc,Automática,Todo Terreno 4x4,GRIS OSCURO,CAFÉ OSCURO,Termina en 4,Puntarenas
2022,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 28500000, 53571,Diesel,2800 cc,Manual,Pickup 4x4,PLATEADO,NEGRO,Termina en 6,Cartago
2021,Toyota,HILUX,5,"['Toyota', 'HILUX']", 28650000, 53853,Diesel,2800 cc,Automática,Pickup 4x4,GRIS PLATA,NEGRO,Termina en 7,Alajuela
2017,Porsche,MACAN,5,"['Porsche', 'MACAN']", 28674800, 53900,Gasolina,2800 cc,Automática,Todo Terreno 4x4,AZUL,NEGRO,Termina en 4,San José
2020,Audi,E-TRON 50 QUATTRO,5,"['Audi', 'E-TRON', '50', 'QUATTRO']", 28674800, 53900,Eléctrico,0 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 0,San José
2020,Ford,RANGER WILDTRACK,5,"['Ford', 'RANGER', 'WILDTRACK']", 28728000, 54000,Diesel,3200 cc,Automática,Pickup 4x4,GRIS GRAFITO,NEGRO,Termina en 4,San José
2020,Mitsubishi,MONTERO SPORT GT PLUS,7,"['Mitsubishi', 'MONTERO', 'SPORT', 'GT', 'PLUS']", 28800000, 54135,Diesel,2400 cc,Automática,Todo Terreno 4x4,GRIS OSCURO,NEGRO,Termina en 2,Heredia
2016,Mercedes Benz,GLE350D COUPE,5,"['Mercedes', 'Benz', 'GLE350D', 'COUPE']", 28850000, 54229,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS MERCURIO,BEIGE,ND,San José
2019,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 28881422, 54288,Diesel,2800 cc,Automática,Pickup 4x4,ROJO,NEGRO,Termina en 0,San José
2018,Toyota,PRADO TX,7,"['Toyota', 'PRADO', 'TX']", 28881422, 54288,Diesel,3000 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 0,San José
2018,Toyota,FORTUNER SRV,7,"['Toyota', 'FORTUNER', 'SRV']", 28900000, 54323,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS PLATA,CAFÉ,ND,Heredia
2017,Toyota,PRADO TX,7,"['Toyota', 'PRADO', 'TX']", 28917425, 54356,Diesel,3000 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 0,San José
2019,Audi,Q7,7,"['Audi', 'Q7']", 28985000, 54483,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 3,Alajuela
2019,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 29103000, 54705,Diesel,3000 cc,Automática,Todo Terreno 4x4,PLATA,CUERO NEGRO,Termina en,Heredia
2021,Audi,E-TRON 50 QUATTRO,5,"['Audi', 'E-TRON', '50', 'QUATTRO']", 28800000, 54135,Eléctrico,0 cc,Automática,Todo Terreno 4x4,GRIS OSCURO,NEGRO,Termina en 5,San José
2022,Volkswagen,ID6 CROZZ PRO,6,"['Volkswagen', 'ID6', 'CROZZ', 'PRO']", 28985000, 54483,Eléctrico,0 cc,Automática,Todo Terreno 4x2,CHAMPAGNE,GRIS/NARANJA,ND,San José
2015,Land Rover,DISCOVERY HSE LUXURY,7,"['Land', 'Rover', 'DISCOVERY', 'HSE', 'LUXURY']", 28994000, 54500,Diesel,3000 cc,Automática,Todo Terreno 4x4,NEGRO,BEIGE/CAFÉ,Termina en 3,San José
2023,Volkswagen,ID4 PRIME,5,"['Volkswagen', 'ID4', 'PRIME']", 28994000, 54500,Eléctrico,0 cc,Automática,Todo Terreno 4x4,AZUL,GRIS OSCURO,ND,San José
2015,Dodge/RAM,1500,5,"['Dodge/RAM', '1500']", 29000000, 54511,Diesel,3000 cc,Automática,Pickup 4x4,BLANCO,NEGRO,Termina en 6,Cartago
2017,Toyota,TACOMA,5,"['Toyota', 'TACOMA']", 29000000, 54511,Gasolina,3500 cc,Automática,Pickup 4x4,ROJO,GRIS OSCURO,Termina en 1,San José
2019,Toyota,PRADO TX,7,"['Toyota', 'PRADO', 'TX']", 29000000, 54511,Diesel,3000 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 7,San José
2012,Toyota,LAND CRUISER VX,8,"['Toyota', 'LAND', 'CRUISER', 'VX']", 29200000, 54887,Diesel,4500 cc,Automática,Todo Terreno 4x4,NEGRO,GRIS,ND,San José
2015,BMW,M4,4,"['BMW', 'M4']", 29254680, 54990,Gasolina,3000 cc,Automática,Sedán,NEGRO,ROJO,Termina en 0,San José
2012,Toyota,LAND CRUISER VX,8,"['Toyota', 'LAND', 'CRUISER', 'VX']", 29260000, 55000,Diesel,4500 cc,Automática,Todo Terreno 4x4,NEGRO,CUERO NEGRO,Termina en 2,San José
2015,Land Rover,RANGE ROVER SPORT,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT']", 29260000, 55000,Diesel,3000 cc,Automática,Todo Terreno 4x4,NEGRO,BEIGE,Termina en 2,San José
2022,Mini,COOPER,4,"['Mini', 'COOPER']", 29206800, 54900,Gasolina,2000 cc,Automática,Sedán,AMARILLO,NEGRO,Termina en 4,San José
2002,Land Rover,DEFENDER,5,"['Land', 'Rover', 'DEFENDER']", 29206800, 54900,Diesel,2500 cc,Manual,Todo Terreno 4x4,CAFÉ,Gris,Termina en 8,Puntarenas
2022,Ford,EVEREST XLT,7,"['Ford', 'EVEREST', 'XLT']", 29209526, 54905,Diesel,3200 cc,Automática,Todo Terreno 4x4,GRIS GRAFITO,CUERO NEGRO,Termina en 4,San José
2014,Land Rover,RANGE ROVER SPORT SE,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT', 'SE']", 29260000, 55000,Diesel,3000 cc,Automática,Todo Terreno 4x4,BEIGE,BEIGE,Termina en 0,San José
2020,Volkswagen,AMAROK,5,"['Volkswagen', 'AMAROK']", 29260000, 55000,Diesel,3000 cc,Automática,Pickup 4x4,NEGRO,GRIS/NEGRO,Termina en 2,San José
2018,Jeep,WRANGLER UNLIMITED,5,"['Jeep', 'WRANGLER', 'UNLIMITED']", 29260000, 55000,Gasolina,3600 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 2,San José
2021,Jeep,GRAND CHEROKEE LAREDO,5,"['Jeep', 'GRAND', 'CHEROKEE', 'LAREDO']", 29260000, 55000,Gasolina,3600 cc,Automática,Todo Terreno 4x4,NEGRO,BEIGE,Termina en 8,San José
2014,Land Rover,RANGE ROVER SPORT,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT']", 29260000, 55000,Diesel,3000  cc,Automática,Todo Terreno 4x4,ROJO,CUERO NEGRO,Termina en 7,San José
2012,Toyota,LAND CRUISER VX,8,"['Toyota', 'LAND', 'CRUISER', 'VX']", 29260000, 55000,Diesel,4500 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 2,San José
2022,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 29300000, 55075,Diesel,2800 cc,Automática,Pickup 4x4,SILVER,NEGRO,Termina en 9,San José
2018,Toyota,LAND CRUISER,5,"['Toyota', 'LAND', 'CRUISER']", 29368772, 55204,Diesel,4200 cc,Manual,Pickup 4x4,BLANCO,GRIS,ND,Cartago
2005,Porsche,911 CARRERA S,2,"['Porsche', '911', 'CARRERA', 'S']", 29500000, 55451,Gasolina,3800 cc,Automática,Hatchback,NEGRO,NEGRO,Termina en 5,San José
1965,Ford,MUSTANG,4,"['Ford', 'MUSTANG']", 29500000, 55451,Gasolina,4700 cc,Automática,Sedán,VERDE,BLANCO,Termina en 4,Cartago
2017,Maserati,LEVANTE Q4,5,"['Maserati', 'LEVANTE', 'Q4']", 29371500, 55210,Gasolina,3000 cc,Automática,Todo Terreno 4x4,NERO,CUOIU,Termina en 8,San José
2016,BMW,X6 PAQUETE M,5,"['BMW', 'X6', 'PAQUETE', 'M']", 29434672, 55328,Diesel,3000 cc,Automática,Todo Terreno 4x4,AZUL,NEGRO,Termina en 0,San José
2022,Nissan,FRONTIER PRO 4X,5,"['Nissan', 'FRONTIER', 'PRO', '4X']", 29500000, 55451,Diesel,2500 cc,Automática,Pickup 4x4,GRIS OSCURO,NEGRO,Termina en 4,Heredia
2015,Jeep,WRANGLER,5,"['Jeep', 'WRANGLER']", 29500000, 55451,Diesel,2800 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,ND,Heredia
2018,Mercedes Benz,SLC300 AMG,2,"['Mercedes', 'Benz', 'SLC300', 'AMG']", 29500000, 55451,Gasolina,2000 cc,Automática,Hatchback,AZUL,MARRON,ND,San José
2022,Toyota,HILUX,5,"['Toyota', 'HILUX']", 29500000, 55451,Diesel,2800 cc,Automática,Pickup 4x4,CEREZA,NEGRO,Termina en 3,Heredia
2019,Ford,RANGER WILDTRACK,5,"['Ford', 'RANGER', 'WILDTRACK']", 29500000, 55451,Diesel,3200 cc,Automática,Pickup 4x4,NARANJA,NEGRO,Termina en 3,Alajuela
2014,Freightliner,M2,2,"['Freightliner', 'M2']", 29500000, 55451,Diesel,8900 cc,Manual,Camión 10.0 ton. o más,AZUL,GRIS,Termina en 1,Alajuela
2023,Audi,E-TRON,5,"['Audi', 'E-TRON']", 29500000, 55451,Eléctrico,0 cc,Automática,Todo Terreno 4x2,GRIS VOLCANO,NEGRO,ND,San José
2018,Ford,F150 XLT,5,"['Ford', 'F150', 'XLT']", 29500000, 55451,Gasolina,3500 cc,Automática,Pickup 4x4,BLANCO,NEGRO CON CAFE,Termina en 2,Cartago
2019,Lexus,RX450H F SPORT,5,"['Lexus', 'RX450H', 'F', 'SPORT']", 29500000, 55451,Híbrido,3500 cc,Automática,Todo Terreno 4x4,GRIS,ROJO,Termina en 8,San José
2019,Toyota,PRADO TX,7,"['Toyota', 'PRADO', 'TX']", 29500000, 55451,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 1,Cartago
2017,Toyota,TACOMA,5,"['Toyota', 'TACOMA']", 29500000, 55451,Gasolina,3500 cc,Automática,Pickup 4x4,GRIS,NEGRO,Termina en 9,Cartago
2019,Lexus,NX300H F-SPORT KIT TRD 4-E,5,"['Lexus', 'NX300H', 'F-SPORT', 'KIT', 'TRD', '4-E']", 29530000, 55508,Híbrido,2500 cc,Automática,Todo Terreno 4x4,VINO METÁLICO,CUERO NEGRO,Termina en 7,San José
2021,Toyota,TACOMA,5,"['Toyota', 'TACOMA']", 29550000, 55545,Gasolina,3500 cc,Automática,Pickup 4x4,CEMENTO,GRIS,Termina en 7,San José
2016,Toyota,PRADO VX,7,"['Toyota', 'PRADO', 'VX']", 29600000, 55639,Diesel,3000 cc,Automática,Todo Terreno 4x4,CAFE,NEGRO,Termina en 7,Limón
2023,Jeep,COMMANDER OVERLAND,7,"['Jeep', 'COMMANDER', 'OVERLAND']", 29526000, 55500,Gasolina,1300 cc,Automática,Todo Terreno 4x2,DORADO,CUERO CAFÉ,Termina en 5,San José
2020,Land Rover,DISCOVERY SPORT,5,"['Land', 'Rover', 'DISCOVERY', 'SPORT']", 29550000, 55545,Gasolina,2000 cc,Automática,Todo Terreno 4x4,ROJO,NEGRO,Termina en 9,Heredia
2018,Mercedes Benz,SLC300,2,"['Mercedes', 'Benz', 'SLC300']", 29600000, 55639,Gasolina,2000 cc,Automática,Sedán,NEGRO,NEGRO,ND,Alajuela
2018,Jeep,WRANGLER,5,"['Jeep', 'WRANGLER']", 29665428, 55762,Gasolina,3600 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 4,San José
2020,Hyundai,PALISADE,7,"['Hyundai', 'PALISADE']", 29678937, 55787,Diesel,2200 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 2,San José
2020,Ford,RANGER WILDTRACK,5,"['Ford', 'RANGER', 'WILDTRACK']", 29700000, 55827,Diesel,3200 cc,Automática,Pickup 4x4,NARANJA,NEGRO,Termina en 1,Cartago
2015,Dodge/RAM,RAM 1500,5,"['Dodge/RAM', 'RAM', '1500']", 29702505, 55832,Diesel,3000 cc,Automática,Pickup 4x2,NEGRO,COMBINADO,Termina en 9,San José
2016,BMW,X6 XDRIVE,5,"['BMW', 'X6', 'XDRIVE']", 29738800, 55900,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO Y CAFÉ,Termina en 5,San José
2022,Toyota,HILUX SRV,5,"['Toyota', 'HILUX', 'SRV']", 29750000, 55921,Diesel,2800 cc,Automática,Pickup 4x4,GRIS,GRIS Y NEGRO,Termina en 1,San José
2023,Audi,A4,0,"['Audi', 'A4']",0,0,Gasolina,2000 cc,Automática,Sedán,,,,
2019,Honda,PILOT ELITE,7,"['Honda', 'PILOT', 'ELITE']", 29792000, 56000,Gasolina,3500 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 5,San José
2022,Volkswagen,ID6,6,"['Volkswagen', 'ID6']", 29792000, 56000,Eléctrico,00000 cc,Automática,Todo Terreno 4x2,CHAMPAGNE,BEIGE,ND,San José
2016,Land Rover,RANGE ROVER SPORT HSE,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'SPORT', 'HSE']", 29792000, 56000,Diesel,3000 cc,Automática,Todo Terreno 4x4,NEGRO,BEIGE,Termina en 0,San José
2022,Toyota,FORTUNER SRV,7,"['Toyota', 'FORTUNER', 'SRV']", 29950000, 56297,Diesel,2800 cc,Automática,Todo Terreno 4x4,PLATA,NEGRO,Termina en 4,San José
2018,Toyota,LAND CRUISER PRADO TXL,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TXL']", 30000000, 56391,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 1,Alajuela
2016,BMW,X6,5,"['BMW', 'X6']", 30000000, 56391,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,TERRACOTA,Termina en 5,San José
2012,Toyota,LAND CRUISER,9,"['Toyota', 'LAND', 'CRUISER']", 30000000, 56391,Diesel,4200 cc,Manual,Todo Terreno 4x4,BEIGE,GRIS,ND,San José
2022,Ford,EVEREST,7,"['Ford', 'EVEREST']", 29792000, 56000,Diesel,3200 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 9,Heredia
2018,Toyota,LAND CRUISER PRADO,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO']", 29792000, 56000,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,CUERO NEGRO,Termina en 9,San José
2019,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 29792000, 56000,Diesel,3000 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 8,Heredia
2017,Toyota,TUNDRA LIMITED,5,"['Toyota', 'TUNDRA', 'LIMITED']", 29792000, 56000,Gasolina,5700 cc,Automática,Pickup 4x4,ROJO,CUERO NEGRO,Termina en 4,San José
2022,Audi,E-TRON SPORTBACK 50 QUATTRO,5,"['Audi', 'E-TRON', 'SPORTBACK', '50', 'QUATTRO']", 29792000, 56000,Eléctrico,0 cc,Automática,Todo Terreno 4x4,BLANCO,CAFE,Termina en 8,San José
2017,Land Rover,DISCOVERY SE,7,"['Land', 'Rover', 'DISCOVERY', 'SE']", 29800000, 56015,Gasolina,3000 cc,Automática,Todo Terreno 4x4,BLANCO,GRIS,ND,Cartago
2022,Toyota,HILUX,5,"['Toyota', 'HILUX']", 29853000, 56115,Diesel,2800 cc,Automática,Pickup 4x4,GRIS CLARO,NEGRO,Termina en 3,San José
2019,Land Rover,RANGE ROVER EVOQUE SE,5,"['Land', 'Rover', 'RANGE', 'ROVER', 'EVOQUE', 'SE']", 30000000, 56391,Diesel,2000 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 7,San José
2016,Dodge/RAM,RAM 2500,6,"['Dodge/RAM', 'RAM', '2500']", 30000000, 56391,Diesel,6700 cc,Automática,Pickup 4x4,GRIS OSCURO,NEGRO,Termina en 7,Cartago
2022,Toyota,HILUX,4,"['Toyota', 'HILUX']", 30000000, 56391,Diesel,2800 cc,Automática,Pickup 4x4,GRIS PLATA,NEGRO,Termina en 6,Alajuela
2021,Audi,E-TRON 50 QUATTRO,5,"['Audi', 'E-TRON', '50', 'QUATTRO']", 30000000, 56391,Eléctrico,0 cc,Automática,Todo Terreno 4x4,AZUL OSCURO,NEGRO,Termina en 7,San José
2019,Jeep,GRAND CHEROKEE LIMITED,5,"['Jeep', 'GRAND', 'CHEROKEE', 'LIMITED']", 30128000, 56632,Gasolina,3600 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 9,San José
2016,Toyota,LAND CRUISER PRADO VX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'VX']", 30500000, 57331,Diesel,3000 cc,Automática,Todo Terreno 4x4,BRONCE,NEGRO,Termina en 8,San José
2021,Chevrolet,TRAVERSE LT,7,"['Chevrolet', 'TRAVERSE', 'LT']", 30000000, 56391,Gasolina,3600 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 0,San José
2020,Ford,EXPLORER XLT,7,"['Ford', 'EXPLORER', 'XLT']", 30000000, 56391,Gasolina,2300 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 5,Heredia
2016,Toyota,4RUNNER,7,"['Toyota', '4RUNNER']", 30000000, 56391,Gasolina,4000 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 8,San José
2021,Jeep,GRAND CHEROKEE,5,"['Jeep', 'GRAND', 'CHEROKEE']", 30000000, 56391,Gasolina,3600 cc,Automática,Todo Terreno 4x4,ROJO,NEGRO,Termina en 5,San José
2019,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 30128000, 56632,Diesel,3000 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en,Cartago
2019,Volvo,XC90 T6,5,"['Volvo', 'XC90', 'T6']", 30136703, 56648,Gasolina,2000 cc,Automática,Todo Terreno 4x4,SILVER,NEGRO,Termina en 9,San José
2014,Toyota,LAND CRUISER,5,"['Toyota', 'LAND', 'CRUISER']", 30273095, 56904,Diesel,4200 cc,Automática,Pickup 4x4,GRIS,GRIS,Termina en 7,San José
2018,Porsche,MACAN S,5,"['Porsche', 'MACAN', 'S']", 30324000, 57000,Gasolina,3000 cc,Automática,Todo Terreno 4x4,MACAN,CUERO NEGRO,Termina en 8,San José
2020,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 30324000, 57000,Diesel,3000 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 3,Heredia
2018,BMW,X6 XDRIVE PAQUETE M,5,"['BMW', 'X6', 'XDRIVE', 'PAQUETE', 'M']", 30324000, 57000,Diesel,3000 cc,Automática,Todo Terreno 4x4,AZUL,NEGRO,Termina en 5,San José
2017,Mercedes Benz,GLS350,7,"['Mercedes', 'Benz', 'GLS350']", 30324000, 57000,Gasolina,3000 cc,Automática,Todo Terreno 4x4,NEGRO,CUERO BEIGE,Termina en 0,San José
2022,Toyota,HILUX,5,"['Toyota', 'HILUX']", 30350000, 57049,Diesel,2800 cc,Automática,Pickup 4x4,GRIS,GRIS,Termina en 4,San José
2020,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 30500000, 57331,Diesel,3000 cc,Automática,Todo Terreno 4x4,BLANCO,GRIS,Termina en 2,Cartago
2020,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 30500000, 57331,Diesel,3000 cc,Automática,Todo Terreno 4x4,CAFE,NEGRO,Termina en 2,Guanacaste
2017,BMW,X6 PAQUETE M,5,"['BMW', 'X6', 'PAQUETE', 'M']", 30590000, 57500,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 5,San José
2020,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 30500000, 57331,Diesel,3000 cc,Automática,Todo Terreno 4x4,BRONCE,GRIS - NEGRO,Termina en 1,San José
2018,Mercedes Benz,GLE300 4M,5,"['Mercedes', 'Benz', 'GLE300', '4M']", 30500000, 57331,Gasolina,3500 cc,Automática,Todo Terreno 4x4,BLANCO,CAFE,Termina en 1,San José
2020,Toyota,LAND CRUISER PRADO TX,7,"['Toyota', 'LAND', 'CRUISER', 'PRADO', 'TX']", 30500000, 57331,Diesel,3000 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,Termina en 3,San José
